-9.83971 7.68854 1.95121 34.8885
-10.4306 8.25967 1.95409 57.7111
-10.8132 9.34675 1.96325 77.0155
-10.7007 11.0659 1.92881 115.684
-10.2086 11.7307 1.94472 129.964
-9.918 12.1109 1.97348 134.573
1.19581,1.93285,0.824954,110.479
1.24861,3.08167,0.884654,110.757
1.70042,4.38172,0.846144,128.841
